Nom de l'offre touristique;Type de l'offre;Type habitation;Adresse1;Adresse partie 1 suite;Adresse partie 2;Adresse partie 3;Code postal;Nom de la commune;Cedex de l'adresse postale;Code Insee de la Commune;Latitude;Longitude;Point d'acces/Nom/distance;N° de téléphone mobile;N° de téléphone fixe;N° de fax;Adresse e-Mail;Url du site web;Url pour accéder à la vidéo;Type de plateforme/url;Code Embed pour intégrer une video;Widget tripadvisor;Animal accepté: oui / non;Complément information animal accepté;Label tourisme handicap;SPaccessibilite;Présence l'offre sur les grands itinéraires vélo;Equipements;Confort immobillier;Confort mobillier;Labels;Classement dans un label;Catégorie de la fête ou manifestation;Nombre chambres;Nombre chambres pour accès à mobilité réduite;Nombre total d'hébergements / logements;Nombre personnes;Surface en M2;Services proposés sur place;Langues parlées à l'accueil;Ouvert toute l'année: oui / non;Horaires d'ouvertures;Moyen(s) de réservation directe;Centrale de réservation en ligne?;Coordonnées centrale de réservation;Nom agence/nom contact/Téléphone/E-mail/URL resa/URL dispo/;Tarif(s);Modes de paiement acceptés;localisation;departement
ECOLODGE CAMPING PORT MULON;Locatif sur camping;Bungatoile;;Camping Seasonova;Port mulon;;44390;NORT-SUR-ERDRE;;44110;47.4288011;-1.4972237;Aéroport/aérodrome||Nantes Atlantique||30,Halte fluviale||Le port de Nort sur Erdre||1,Gare SNCF||Station de Nort sur Erdre||1;06 31 19 76 67;02 40 72 23 57;;;https://www.camping-leportmulon.fr/fr/;https://www.youtube.com/watch?v=wVXtzRrBwQ4;Facebook||https://www.facebook.com/portmulon/,Tripadvisor||https://www.tripadvisor.fr/Hotel_Review-g2544622-d4567541-Reviews-Camping_Port_Mulon-Nort_sur_Erdre_Loire_Atlantique_Pays_de_la_Loire.html;"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/wVXtzRrBwQ4"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe><span data-champcoderef="" "" id=""91aa2680-31ec-4342-9ac8-e0883d7f44d3"" type=""champSimple""><br /></span>";;oui;;;non;EV1-La Vélodyssée;Parc/jardin,WiFi;"Parking;Sanitaires privés;Terrain clos;Terrasse / Balcon";Micro ondes;Accueil Vélo,La Vélodyssée,Qualité Tourisme;;3 étoiles;2;;;4;;Location de draps;"Anglais;Français";non;;Mme Maillard Nathalie||02 40 72 23 57||contact@camping-portmulon.com;;;;Semaine (meublé)||370,00||450,00||juillet et aout,Nuitée (meublé)||80,00||||Hors saison,Semaine (meublé)||330,00||370,00||HORS SAISON;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances";47.4288011,-1.4972237;Loire-Atlantique
APPARTEMENT MEUBLÉ T2 DE MONSIEUR BASTET N°1;Meublés;Appartement;;;22 rue de la Trinité;;44600;SAINT-NAZAIRE;;44184;47.2720415;-2.2140626;Bord de mer||Front de mer||0,3,Transport en commun||Ligne Hélyce - Arrêt : Hôtel de Ville||0,35,Gare SNCF||||1,7;;;;;;;;;;non;;;non;;WiFi;"Entrée indépendante;Local vélo;Plain Pied;Sanitaires privés";Lave linge,Micro ondes;;;Non classé;1;0;1;4;27;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Option nettoyage;"Anglais;Espagnol;Français";oui;01/01/2022||31/12/2022||Location toute l'année||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;BASTET||06 49 63 93 56||ebastet@yahoo.com;;;;Semaine (meublé)||320,00||450,00||;"Chèques bancaires et postaux;Espèces;Virement";47.2720415,-2.2140626;Loire-Atlantique
LA BELLE VERTE;Chambres d'hôtes;Maison;;;Le Tabier;;44210;PORNIC;;44131;47.15813;-2.09762;Bord de mer||||6,||||6,Gare SNCF||||7;06 74 67 03 93;02 51 18 26 54;;;http://www.labelleverte-pornic.com;;;;;non;;;non;;WiFi;"Entrée indépendante;Parking";Equipement bébé,Micro ondes;B&B;;;3;;;6;86;;Anglais;oui;01/01/2022||31/12/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||80,00||90,00||,1 chbre 1 nuit 1 prs ptit dej (chambres d'hôtes)||75,00||85,00||,Taxe de séjour / nuit / pers||0,80||0,80||;"Chèques bancaires et postaux;Chèques Vacances;Espèces";47.15813,-2.09762;Loire-Atlantique
MEUBLÉ LES SARMENTS;Meublés;;;;34 Les Hauts Mortiers;;44190;GORGES;;44064;47.1007585;-1.3469082;Bord de mer||||70;06 70 35 09 35;02 40 06 90 93;;;http://www.domainedeshautsmortiers.com;;;;;non;;;non;;;"Parking;Terrasse / Balcon";Micro ondes;;;Non classé;0;;;2;46;;Français;;;;;;;;"Chèques bancaires et postaux;Chèques Vacances";47.1007585,-1.3469082;Loire-Atlantique
CHAMBRES D'HÔTES MANOIR DU PERRAY;Chambres d'hôtes;Châteaux et demeures de prestige;;;Le Nouveau Pourpris;;44850;SAINT-MARS-DU-DESERT;;44179;47.335835;-1.463918;Gare SNCF||gare de nantes||17,Autoroute||péage sur A11||10,Aéroport/aérodrome||Aéroport de Nantes Atlantique||30;06 75 91 00 32;;;;http://www.manoirduperray.com;;Tripadvisor||http://www.tripadvisor.fr/Hotels-g4053095-Saint_Mars_du_Desert_Loire_Atlantique_Pays_de_la_Loire-Hotels.html,Facebook||https://www.facebook.com/manoir.du.perray/;;http://www.tripadvisor.fr/Hotels-g4053095-Saint_Mars_du_Desert_Loire_Atlantique_Pays_de_la_Loire-Hotels.html;oui;;;non;;Parc/jardin,Piscine,WiFi;"Parking;Sanitaires privés;Terrain clos";;;;;5;;;15;;;Français;oui;;Mr BUREAU||06 75 91 00 32||contact@manoirduperray.com;;;;1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||97,50||195,00||;Chèques bancaires et postaux;47.335835,-1.463918;Loire-Atlantique
MEUBLÉ MME VALÉRIE BREHIER-JAUNÂTRE;Meublés;Maison;;;Place de l'Eglise;Saint Emilien de Blain;44130;BLAIN;;44015;47.433856;-1.711019;Gare SNCF||Gare de Nantes||30,Route (nationale/départ.)||RN 137||7;06 51 89 98 27;;;;;;;;;;;;non;;;;;;;Non classé;;;;2;;;;;;||06 51 89 98 27||bjvarlema@gmail.com;;;;Nuitée (meublé)||65,00||||,Semaine (meublé)||220,00||||;;47.433856,-1.711019;Loire-Atlantique
CHAMBRES LE PATIS ROUX;Chambres d'hôtes;Maison;;;Le Patis Roux;;44390;NORT-SUR-ERDRE;;44110;47.4792195;-1.5167861;Gare SNCF||Gare de Nort sur Erdre||5,Aéroport/aérodrome||||50;06 63 28 85 14;02 40 85 01 02;;;http://www.logis-patis-roux.fr/;;Tripadvisor||http://www.tripadvisor.fr/Hotel_Review-g2544622-d6439318-Reviews-Logis_Du_Patis_Roux-Nort_sur_Erdre_Loire_Atlantique_Pays_de_la_Loire.html;;;non;;;non;;Parc/jardin,Piscine,WiFi;"Entrée indépendante;Jardin indépendant;Parking;Terrasse / Balcon";Cheminée,Equipement bébé,Lave linge,Micro ondes;;;Non classé;4;;;8;159;Fourniture de draps (gratuit),Fourniture de linge (gratuit);"Anglais;Français";oui;;;;;;;"Chèques bancaires et postaux;Chèques Vacances";47.4792195,-1.5167861;Loire-Atlantique
CHÂTEAU DU BOIS DE LA NOË - CHAMBRES D'HÔTES;Chambres d'hôtes;;;;Allée de la Roseraie;;44830;BOUAYE;;44018;47.14011;-1.673827;Gare SNCF||Gare SNCF - accès Sud||13,0426,Gare SNCF||Gare SNCF - accès Nord||13,1262,Aéroport/aérodrome||||5,80949,Gare maritime||||10,5442;+33(0)6 33 52 71 45;;;;www.chateau-boisdelanoe.com;;;;;;;;non;;;;;Vignobles et découvertes;;3 étoiles;;;;;;;;;||||arrivée possible de 17h à 23h (en dehors de ce créneau horaire, merci de nous contacter par téléphone)||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;oui;||http://reservation.nantes-tourisme.com/fr/hebergements/a40750/HLOPDL04440750/reserver||||||;;;;47.14011,-1.673827;Loire-Atlantique
GITE RUE D'ANJOU;Meublés;Maison;;;594 Rue d'Anjou;;44521;OUDON;;44115;47.349677;-1.2786801;Gare SNCF||Gare SNCF d'Oudon||1,Route (nationale/départ.)||RD723||1;;09 77 50 55 06;;;;;;;;oui;;;;;;"Entrée indépendante;Garage;Jardin indépendant;Parking;Plain Pied;Sanitaires privés;Terrain clos;Terrasse / Balcon;Toilettes séparées";;;;1 étoile;2;;1;4;100;;"Anglais;Français";oui;;Louis CHENE||02 40 96 92 32||louis.chene@wanadoo.fr;;;;;Chèques bancaires et postaux;47.349677,-1.2786801;Loire-Atlantique
CHAMBRE D'HOTES COCON VOYAGEUR;Chambres d'hôtes;Maison;;;1 rue des Marronniers;La Touche Monnet;44310;LA LIMOUZINIERE;;44083;46.99022;-1.61498;Gare SNCF||MACHECOUL||12,Autoroute||MONTAIGU||25,Gare routière||NANTES||25,Transport en commun||LA LIMOUZINIERE||2,Aéroport/aérodrome||NANTES ATLANTIQUE||20;;06 83 41 83 12;;;cocon-voyageur.com;;Facebook||https://www.facebook.com/Cocon-Voyageur-St%C3%A9phanie-Benoist-124581074882044/;;;non;;;non;;Parc/jardin,WiFi;"Entrée indépendante;Parking;Sanitaires privés;Terrain clos";Equipement bébé,Micro ondes;;;Non classé;3;0;1;7;;;Français;oui;;Stéphanie BENOIST||06 83 41 83 12||coconvoyageur@gmail.com;;;;;"Chèques bancaires et postaux;Espèces";46.99022,-1.61498;Loire-Atlantique
B&B À LA TINDIÈRE;Chambres d'hôtes;Maison;;;5 Sobidain;;44390;NORT-SUR-ERDRE;;44110;47.4177953;-1.5376745;Gare SNCF||nort sur erdre ||4,Aéroport/aérodrome||nantes atlantique ||37,Bord de mer||Saint marc (à coté de saint nazaire)||70,Route (nationale/départ.)||Axe Nantes Rennes E3 N137||8,Gare SNCF||gare SNCF Nantes ||36;06 70 04 45 09;;;;https://www.etapecanalgiteeclusedelatindiere.com;;Facebook||https://www.facebook.com/Gîte-du-Canal-et-terrasse-gourmande-à-lécluse-de-la-Tindière-1039544552761494/,Instagram||https://www.instagram.com/eclusetindiere/,Twitter||https://twitter.com/eclusetindiere?lang=fr;;;;A décider ensemble;;non;EV1-La Vélodyssée;Plan d'eau,WiFi;"Entrée indépendante;Jardin indépendant;Local vélo;Parking;Plain Pied;Sanitaires privés;Terrain clos;Terrasse / Balcon;Toilettes séparées";Equipement bébé,Lave linge,Sèche linge,Lave vaisselle,Micro ondes;Accueil Vélo,La Vélodyssée;;2 étoiles;3;2;3;9;170;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Location/prêt de vélo,Nettoyage (gratuit);"Anglais;Français";oui;;||06 70 04 45 09||;;;;Nuitée (meublé)||65,00||100,00||le petit déjeuner est en supplément à 6 €/personne ou 8 € (avec jambon et oeuf);"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Virement";47.4177953,-1.5376745;Loire-Atlantique
BIVOUAC A PLANETE SAUVAGE;Hébergement insolite;Bungatoile,Yourte;;;La Chevalerie;;44710;PORT-SAINT-PERE;;44133;47.1159226;-1.7625293;Gare SNCF||Ste Pazanne||4,Route (nationale/départ.)||D 758||0,Aéroport/aérodrome||Aéroport Nantes Atlantique||19;;02 40 04 89 88;;;http://www.planetesauvage.com;;Facebook||https://www.facebook.com/planetesauvage44?ref=ts,Tripadvisor||http://www.tripadvisor.fr/Attraction_Review-g1182188-d1178062-Reviews-Planete_Sauvage-Port_Saint_Pere_Loire_Atlantique_Pays_de_la_Loire.html;;;non;;;;;;"Entrée indépendante;Plain Pied;Terrain clos";;;;Non classé;10;;2;40;;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Nettoyage (gratuit);Anglais;non;;||||reservation@planetesauvage.com;non;||||||02 40 04 89 88||reservation@planetesauvage.com;;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances";47.1159226,-1.7625293;Loire-Atlantique
CAP HORN;Meublés;Maison;;;15 et 17 rue Vigier;;44400;REZE;;44143;47.1905789;-1.5449792;Gare SNCF||||0,4;;02 28 09 27 30;02 40 78 50 68;;http://www.residspa.com;;;;;non;;;non;;Piscine,WiFi;"Jardin indépendant;Sanitaires privés;Terrasse / Balcon;Toilettes séparées";Lave linge,Sèche linge,Lave vaisselle,Micro ondes;;;;4;0;1;8;110;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Location/prêt de vélo,Option nettoyage;"Allemand;Anglais;Espagnol;Français;Italien";oui;||||||||07:00||20:00||||||07:00||20:00||||||07:00||20:00||||||07:00||20:00||||||07:00||20:00||||||07:00||20:00||||||07:00||19:30||||;;;;;;"Cartes bancaires;Chèques Vacances;Espèces;Virement";47.1905789,-1.5449792;Loire-Atlantique
CHATEAU DU BOIS DE LA NOE;Chambres d'hôtes;;;;8 allée de la Roseraie;;44830;BOUAYE;;44018;47.144117;-1.686917;Gare SNCF||||0,5,Aéroport/aérodrome||||10;06 33 52 71 45;02 51 11 10 94;;;;;;;;oui;;;non;;Piscine,Tennis,WiFi;"Entrée indépendante;Jardin indépendant;Terrasse / Balcon";Cheminée;Vignobles et découvertes;;Non classé;5;;;12;200;Fourniture de draps (gratuit);Anglais;oui;;;oui;Gîtes de France||http://webitea-44-RESA-francais.gl.itea.fr/resa/etape1.php?NUM=44G292255&INSTANCE=gites44&OPE=FAIRESAV&ORI=FAIRESAV&&&&||http://webitea-44-RESA-francais.gl.itea.fr/cgi.php?&OPE=FAIRESAV&ORI=FAIRESAV&PLG=O&NUM=44G292255&ACC=H&INSTANCE=gites44||0251729565||info@gites-de-france-44.fr;;;"Cartes bancaires;Chèques Vacances";47.144117,-1.686917;Loire-Atlantique
LA DERMURIE STUDIO 1;Meublés;Appartement;;;17 Rue de la Dermurie;;44600;SAINT-NAZAIRE;;44184;47.28327;-2.2056;Gare SNCF||||0,65,Transport en commun||Ligne Hélyce - Arrêt Ville Halluard||0,65,Transport en commun||Ligne U2 - Arrêt Libération||0,28;;;;;;;;;;non;;;non;;WiFi;"Jardin indépendant;Sanitaires privés;Terrasse / Balcon";Micro ondes;;;2 étoiles;1;0;1;2;14;Fourniture de draps (gratuit),Fourniture de linge (gratuit);"Anglais;Français";oui;01/01/2022||31/12/2022||Location toute l'année||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;Nuitée (meublé)||55,00||70,00||;"Cartes bancaires;Chèques Vacances;Virement";47.28327,-2.2056;Loire-Atlantique
LA DERMURIE SUDIO 2;Meublés;Appartement;;;17 Rue de la Dermurie;;44600;SAINT-NAZAIRE;;44184;47.28327;-2.2056;Gare SNCF||||0,65,Transport en commun||Ligne U2 - Arrêt Libération||0,28,Transport en commun||Ligne Hélyce - Arrêt Ville Halluard||0,35;;;;;;;;;;non;;;non;;WiFi;"Jardin indépendant;Sanitaires privés;Terrasse / Balcon";Micro ondes;;;2 étoiles;1;0;1;2;16;Fourniture de draps (gratuit),Fourniture de linge (gratuit);"Anglais;Français";oui;01/01/2022||31/12/2022||Location toute l'année||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;Nuitée (meublé)||55,00||70,00||;"Cartes bancaires;Chèques Vacances;Virement";47.28327,-2.2056;Loire-Atlantique
CHAMBRES D'HOTES CHATEAU DE LA GALISSONNIERE;Chambres d'hôtes;Châteaux et demeures de prestige;;;La Galissonnière;BP 06;44330;LE PALLET;;44117;47.1409416;-1.3526277;Gare SNCF||||0,7,Aéroport/aérodrome||||25;;02 40 80 45 83;;;http://www.chateaugalissonniere.fr;;Facebook||https://www.facebook.com/chateaudelagalissonniere/?ref=bookmarks,Tripadvisor||https://www.tripadvisor.fr/Hotel_Review-g2207165-d2197419-Reviews-Chateau_de_la_Galissonniere-Le_Pallet_Loire_Atlantique_Pays_de_la_Loire.html;;;non;;;non;;Parc/jardin,WiFi;"Entrée indépendante;Jardin indépendant;Parking;Sanitaires privés";Micro ondes;;;Non classé;5;1;5;13;150;Location de draps,Location de linge;"Anglais;Espagnol;Français";oui;;;;;;1 chbre 1 nuit 1 prs ptit dej (chambres d'hôtes)||73,00||||;"Cartes bancaires;Chèques bancaires et postaux";47.1409416,-1.3526277;Loire-Atlantique
GITE AU BAS CHALONGE;Meublés;Maison;;;Le Bas Chalonge;;44850;LIGNE;;44082;47.384095;-1.3450595;Gare SNCF||||12,Aéroport/aérodrome||||45,Autoroute||||14;06 11 18 47 30;02 40 77 06 15;;;http://www.aubaschalonge.com;;;;;non;;;non;;Parc/jardin,Plan d'eau,WiFi;"Entrée indépendante;Jardin indépendant;Parking;Plain Pied;Sanitaires privés;Terrain clos;Toilettes séparées";Equipement bébé,Lave linge,Lave vaisselle,Micro ondes;;;3 étoiles;2;2;1;5;70;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Nettoyage (gratuit);"Anglais;Français";oui;;Bruno TREMBLAIS||02 40 77 06 15||reservation@aubaschalonge.com;;;;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances";47.384095,-1.3450595;Loire-Atlantique
GITE PECHE;Meublés;;;;La Marionnière;;44860;PONT-SAINT-MARTIN;;44130;47.13464;-1.5882;Gare SNCF||||12,Aéroport/aérodrome||||6;;06 74 24 46 96;;;https://www.marionniere.fr;;Facebook||https://fr-fr.facebook.com/gitesMarionniere/;;;oui;;;non;;Parc/jardin,Piscine,WiFi;"Entrée indépendante;Jardin indépendant;Parking;Sanitaires privés;Terrasse / Balcon;Toilettes séparées";Cheminée,Lave linge,Lave vaisselle;;;3 étoiles;2;0;1;6;74;Fourniture de draps (gratuit),Location/prêt de vélo;"Anglais;Français";oui;;Régis LE BON||06 74 24 46 96||regislebon44@gmail.com;;;;;"Cartes bancaires;Chèques Vacances";47.13464,-1.5882;Loire-Atlantique
LE MOULIN DE LA PILE;Meublés;Maison;;;La Pile;;44670;PETIT-AUVERNE;;44121;47.6273098;-1.2710658;Gare SNCF||||15;;02 40 07 03 40;;;;;;;;oui;Sous condition(s);;non;;Parc/jardin,Plan d'eau;"Parking;Terrasse / Balcon";Equipement bébé,Lave linge,Lave vaisselle,Micro ondes;;2 clés (Clévacances);Non classé;4;;;6;200;;Français;;;;;;;Nuitée (meublé)||60,00||||,Semaine (meublé)||1200,00||||;Chèques bancaires et postaux;47.6273098,-1.2710658;Loire-Atlantique
CHAMBRES D'HÔTES MME MADELEINE HECAUD;Chambres d'hôtes;;;;Le Gravier;;44130;BLAIN;;44015;47.468119;-1.769991;Gare SNCF||||18,Aéroport/aérodrome||||37;06 03 31 32 52;02 40 79 10 25;02 40 79 10 25;;;;;;;non;;;non;EV1-La Vélodyssée;WiFi;"Entrée indépendante;Jardin indépendant;Terrasse / Balcon";;Accueil Vélo,La Vélodyssée;;2 étoiles;2;;;5;36;Fourniture de draps (gratuit);;oui;;;oui;Gîtes de France||http://webitea-44-RESA-francais.gl.itea.fr/resa/etape1.php?NUM=44G890991&INSTANCE=gites44&OPE=FAIRESAV&ORI=FAIRESAV&&&&||http://webitea-44-RESA-francais.gl.itea.fr/cgi.php?&OPE=FAIRESAV&ORI=FAIRESAV&PLG=O&NUM=44G890991&ACC=H&INSTANCE=gites44||0251729565||info@gites-de-france-44.fr;;1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||50,00||55,00||70 euros 3 personnes,1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||55,00||||entre le 15/7 et le 31/08,1 chbre 1 nuit 1 prs ptit dej (chambres d'hôtes)||45,00||||;;47.468119,-1.769991;Loire-Atlantique
CHAMBRES D'HÔTES LA MAISON DANS LES BOIS;Chambres d'hôtes;Bungalow;;;161 Lieu-dit Le Vaud;;44521;OUDON;;44115;47.3482345;-1.3058861;Gare SNCF||||2,Aéroport/aérodrome||||35,Transport en commun||||2,Autoroute||||15,Route (nationale/départ.)||||1;06 89 67 18 41;02 51 14 13 82;;;http://www.lamaisondanslesbois.fr;;Facebook||http://www.facebook.com/pages/Chambre-dh%C3%B4tes-LA-MAISON-DANS-LES-BOIS/111579292191315;;;non;;;non;;Espace bien-être,Parc/jardin,WiFi;"Entrée indépendante;Jardin indépendant;Parking;Sanitaires privés;Terrasse / Balcon;Toilettes séparées";Micro ondes;;;Non classé;2;;2;4;;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Nettoyage (gratuit);"Allemand;Anglais;Français";oui;;ROUQUAYROL||02 51 14 13 82||rouquayrol.philippe@wanadoo.fr;;;;;Chèques Vacances;47.3482345,-1.3058861;Loire-Atlantique
LE REFUGE D'AGLAÉ;Meublés;;;;19 La Tournerie;;44650;LEGE;;44081;46.922332;-1.629795;Gare SNCF||||20,Aéroport/aérodrome||||48;;0251729565;;;;;;;;non;;;non;;WiFi;"Garage;Jardin indépendant;Parking;Terrasse / Balcon";Cheminée;;;;3;;;6;100;Fourniture de draps (gratuit);;;;;oui;Gîtes de France||http://webitea-44-RESA-francais.gl.itea.fr/resa/etape1.php?NUM=44G211221&INSTANCE=gites44&OPE=FAIRESAV&ORI=FAIRESAV&&&&||http://webitea-44-RESA-francais.gl.itea.fr/cgi.php?&OPE=FAIRESAV&ORI=FAIRESAV&PLG=O&NUM=44G211221&ACC=G&INSTANCE=gites44||0251729565||info@gites-de-france-44.fr;;;"Cartes bancaires;Chèques Vacances";46.922332,-1.629795;Loire-Atlantique
AU DÉTOUR DES PAS ENCHANTÉS : L'ÉCHAPÉE BELLE;Chambres d'hôtes;Maison;;;41 rue du Génétay;;44230;SAINT-SEBASTIEN-SUR-LOIRE;;44190;47.210114;-1.496572;Gare SNCF||||5;06 22 25 30 02;02 40 34 82 79;;;https://www.gites-enchantes.fr;;;;;non;;;non;EV1-La Vélodyssée,EV6-La Loire à Vélo;Parc/jardin,WiFi;"Entrée indépendante;Jardin indépendant;Parking;Sanitaires privés";Cheminée,Micro ondes;Accueil Vélo,La Loire à vélo,La Vélodyssée;;2 étoiles;1;0;1;4;52;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Location/prêt de vélo;Français;oui;;michault patrice||06 22 25 30 02||gites.michault@orange.fr;oui;Gîtes de France||https://www.gites-de-france-loire-atlantique.com/fr/location/chambres-hotes-saint-sebastien-sur-loire-l-echappee-belle-h44h012211?capacity=1||||06 22 25 30 02||gites.michault@orange.fr;;1 chbre 1 nuit 1 prs ptit dej (chambres d'hôtes)||79,00||89,00||,1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||85,00||95,00||;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Virement";47.210114,-1.496572;Loire-Atlantique
GITE LE MOULIN DE GUIBOEUF;Meublés;;;;Le Moulin de Guiboeuf;;44660;FERCE;;44058;47.7832897;-1.3510957;Gare SNCF||||7,Aéroport/aérodrome||||80;06 32 77 04 32;02 28 04 05 61;;;;;;;;oui;chiens acceptés;;non;;;"Entrée indépendante;Jardin indépendant;Parking;Terrasse / Balcon";Cheminée;;;;3;;;6;173;Fourniture de draps (gratuit);;oui;;;oui;Gîtes de France||http://webitea-44-RESA-francais.gl.itea.fr/resa/etape1.php?NUM=44G608731&INSTANCE=gites44&OPE=FAIRESAV&ORI=FAIRESAV&&&&||http://webitea-44-RESA-francais.gl.itea.fr/cgi.php?&OPE=FAIRESAV&ORI=FAIRESAV&PLG=O&NUM=44G608731&ACC=G&INSTANCE=gites44||0251729565||info@gites-de-france-44.fr;;Semaine (meublé)||||1120,00||pour 6/8 personnes,Nuitée (meublé)||||160,00||pour 6/8 personnes;Cartes bancaires;47.7832897,-1.3510957;Loire-Atlantique
CABANE DES ECUREUILS A SAINT FIACRE SUR MAINE;Hébergement insolite;Cabane;;;35 Rue de la Combe;;44690;SAINT-FIACRE-SUR-MAINE;;44159;47.15285;-1.41121;Itinéraire de randonnée||GR de pays Sèvre et Maine||,Halte fluviale||Sèvre Nantaise - Halte Canoë - Kayak||;;02 51 71 65 74;;;https://www.randocabane.fr/;https://youtu.be/F79sSJIHdO4;Facebook||https://www.facebook.com/nantes.wine.tour,Instagram||https://www.instagram.com/randocabane/;;;non;;;non;;Parc/jardin,Plan d'eau,Tennis;"Entrée indépendante;Local vélo;Parking;Plain Pied;Sanitaires privés;Terrain clos;Toilettes séparées";Micro ondes;;;Non classé;;;1;4;11;Location de draps,Location de linge;"Anglais;Français";non;01/05/2021||01/10/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,30/04/2022||01/10/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||60,00||||;"Cartes bancaires;Espèces;Virement";47.15285,-1.41121;Loire-Atlantique
CHAMBRES D'HÔTES LA RAMONIÈRE;Chambres d'hôtes;Maison;;;81 La Ramonière;;44521;OUDON;;44115;47.356829;-1.314019;Itinéraire de randonnée||loire a vélo||2,5;07 68 09 50 94;02 40 83 64 58;;;;;;;;oui;;;non;EV6-La Loire à Vélo,Vendée Vélo;Parc/jardin,WiFi;"Entrée indépendante;Garage;Parking;Plain Pied;Sanitaires privés;Terrain clos;Terrasse / Balcon;Toilettes séparées";Lave linge,Sèche linge,Micro ondes;Accueil Vélo,La Loire à vélo;;Non classé;2;;1;4;;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Nettoyage (gratuit);Français;oui;;;;;;;"Chèques bancaires et postaux;Espèces";47.356829,-1.314019;Loire-Atlantique
CHAMBRE D'HÔTES LA GATAIS;Chambres d'hôtes;Maison;;;31 la Gatais;;44360;SAINT-ETIENNE-DE-MONTLUC;;44158;47.275458;-1.792104;Route (nationale/départ.)||D17||;06 71 09 49 40;;;;http://lagatais.e-monsite.com;;;;;oui;;;non;;Piscine,WiFi;"Entrée indépendante;Parking;Plain Pied;Sanitaires privés;Terrasse / Balcon";Equipement bébé,Micro ondes;;;;1;;;2;35;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Option nettoyage;;oui;;;;;;Semaine (meublé)||||||Pour 2 personnes. Du 1er juin au 31 août ,1 chbre 1 nuit 1 prs ptit dej (chambres d'hôtes)||||||Petit déjeuner non compris. Location à partir de 2 nuits. Tarif spécial pour les personnes en déplacement professionnel uniquement, sur demande. ,1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||||||Petit déjeuner non compris.  Location à partir de 2 nuits. Tarif spécial pour les personnes en déplacement professionnel uniquement, sur demande. Personne supplémentaire: 20€;"Chèques bancaires et postaux;Espèces;Virement";47.275458,-1.792104;Loire-Atlantique
GÎTES DE LA PAPINIÈRE;Meublés;Maison;;;;La Papinière;44440;PANNECE;;44118;47.4749829;-1.2444649;Route (nationale/départ.)||D9||0,7,Gare SNCF||ANCENIS||20,Autoroute||||15;06 10 53 12 60;02 40 97 20 07;;;;;Facebook||https://fr-fr.facebook.com/pages/G%C3%AEtes-de-la-Papini%C3%A8re/614616441903562;;;non;;;non;;Parc/jardin,Piscine;"Entrée indépendante;Jardin indépendant;Parking;Sanitaires privés;Terrasse / Balcon;Toilettes séparées";Cheminée,Equipement bébé,Lave linge,Lave vaisselle,Micro ondes;;;;6;;2;18;;Option nettoyage;;oui;;Anita et Bertrand Roussel||02 40 97 20 07||anita.roussel@gmx.fr;;;;;Chèques bancaires et postaux;47.4749829,-1.2444649;Loire-Atlantique
